136000029001081323001   5330     1    N 017767SCEDACDBBEACAEDDDCEDDEDEEDCCDBDDADBCDBBCABBCDDDCACBAB CDADDCB                              
136000030001081323001   5330     1    N 017768TACEADAECBABACBEEAACAEAAAABDEEEAADAADBBAACEADCDEDAEEEDDEBAAEC                              
136000031001081323001   5330     1    N 017770PCBEBBA CDAC DBCCCBAACDCCAABCABBECCAACDDAAADABBABBCEBBDBBEACA                              
136000032001081323001   5330     1    N 017771QDEBDCCDDBEEADDEEDAEEEEEAEAECEBDEEEAECAAEBCBEACEDEBDDBADDDADC                              
136000033001081323001   5330     1    N 017772RDBCECCCCCCBCACDDBBCADDCBBCBDABEBABBCCBBEABCEBCBEBACDACBBEAAE                              
136000034001081323001   5330     1    N 017773SACAB ECCBBDABCDDDEDEBDBDECCEBDECDBADBBDDDBADDAAC CCE CDEAECA                              
136000035001081323001   5330     1    N 017774T  B  D B  A CEAAAACA AAEADEADEADCBCDCBBACACDEA DBC EEDCDCDBD                              
136000036001081323001   5330     1    N 017775PADECBEBDAAC BCCCEACACCCDECAAEBCCCCAADDCAEABCBBBCCCEDBDBBCADB                              
136000037001081323001   5330     1    N 017776QEBAECCECC ACCAEEDAEEEEEDEEECCCDCECBECAAEECBCDCDDECEDECDCCCBA                              
136000038001081323001   5330     1    N 017777RBADCECBDCEBCECABBBCCABBBBCBDABEBCBBBCBBEAABEAABDCEBCACBAEBCC                              
136000039001081323001   5330     1    N 017778SACCABBBDCADECADDDCADBDECDDCDBBACADBEDBEEDBABDBDBACCE CDEBDDD                              
136000040001081323001   5330     1    N 017769TABCBDDBDCAACEEECAACECAAAACDDBEAACAADABDDDAADBDAEADEEAEEDBACC                              

